,STATE,DISTRICT,Storage name,Address,Manager Name,capacity,Longitude,Latitude
2894,Jharkhand,Ranchi,Jitendar Cold Store,TIKRA TOLINAGRI,Jitendhar Gupta,,,
2895,Jharkhand,Ranchi,Kishan Colds Store,nan,Awdeshkumar,6000,,
2896,Jharkhand,Ranchi,MS Sai Kripa Agrotech Pvt Ltd Hazaribagh,nan,Shri Anil Kumar,5000,,
2897,Jharkhand,Ranchi,Nirmala,EKA GODI MARYATU,Nanrayan,,,
2898,Jharkhand,Ranchi,RANCHI,"PO.:- Hehal, Ratu Road, Distt: Ranchi- 834005 Jharkhand)",SMT. K. KACHHAP,15591,85.2204851,23.3691335
2899,Jharkhand,Ranchi,Ramraj Cold Store,SOPARAM MAGDI,Naushad,,,
2900,Jharkhand,Ranchi,SRI BASANT Cold Storage,HARMU HOUSING COLONY,RAGHUNAND PRASAD,3500,85.307311,23.3552463
2901,Jharkhand,Ranchi,The Vegetable Growers Cooperative Society Ltd,Kori Mohalla Dist Ranchi Jharkhand,Shri Lalit Kumar Mahto,5000,85.309562,23.3440997
2902,Jharkhand,Ranchi,Vasfet Cold,BEDO,Churamn,,,
2903,Karnataka,Bagalkot,A Hampannagouda S/O Karibasavanagouda,"Sy.No.232,Jalihal Village, Bellary Taluk",,86,,
2904,Karnataka,Bagalkot,A R Bagwan Cold Storage,APMC YARD,A R Bagwan,,77.5461785,13.0199571
2905,Karnataka,Bagalkot,Bagalkot Milk Union Co-Op Ltd,VIDYAGIRI INDL AREA,Mahesh,20,75.0181957,15.4424584
2906,Karnataka,Bagalkot,Bagalkot Milk Union Co-Op Ltd,VIDYAGIRI INDL AREA,Mahesh,,75.0181957,15.4424584
2907,Karnataka,Bagalkot,Bagalkot Milk Union Co-Op Ltd,NR BUS STAND BURILY COMPLEX,Maling Ray,20,,
2908,Karnataka,Bagalkot,Bagalkot Milk Union Cold Store,BUS STAND ROAD BADAMI,Veerbadraiah H Hiremutt,6,75.6770595,15.9213349
2909,Karnataka,Bagalkot,Basaveshwar Traders (Prop Sangappa Rudrappa Shirur),"Plot No. 250, APMC Yard, Navanagar",,84,70.0722712,22.4691056
2910,Karnataka,Bagalkot,Bimul Nandini Sub Storage,PKPS COMPLEX.COLLEGE RD,Shri Shail,,,
2911,Karnataka,Bagalkot,Dempo Diary Industry Ltd,ASANGI V I BANHATTI,Vijaykumar Kagi,200,75.1386768,16.4946327
2912,Karnataka,Bagalkot,Green Food Park,KIADB INDL AREA,Parashu B,2400,74.8214693,12.9477532
2913,Karnataka,Bagalkot,Hanumareddeppa S/O Venkanagouda,Plot No.157Palakanamaradi Village,,65,,
2914,Karnataka,Bagalkot,I A Bidari (Prop Irappa Annappa Bidari),"Plot No.C-248, APMC Yard, Navanagar, Bagalkot",,82,,
2915,Karnataka,Bagalkot,KSWC,Bagalkot,,5000,75.6615029,16.1691096
2916,Karnataka,Bagalkot,KSWC ( Bagalkote),"Sy. No. 134, 131, 129, 132:3, Muchakandi Viilage, APMC Yard, Bagalkot",,2152,75.6615029,16.1691096
2917,Karnataka,Bagalkot,M B Fruits Merchant,DURGADEVI NAGAR,Manjula,10,80.2774294,13.1287025
2918,Karnataka,Bagalkot,M H Mujawar,G P S No. 776 And 777 Nangawadagi Village Hunagund Taluk,,225,76.0609476,16.0576259
2919,Karnataka,Bagalkot,M M Kamble (Prop Mallikarjun Marutirao Kamble),"Plot No.B-267, APMC Yard, Navanagar, Bagalkot",,51,,
2920,Karnataka,Bagalkot,M N Jumanal (Prop M N Jumanal),"Plot No.A-43, APMC Yard, Navanagar, Bagalkot",,139,,
2921,Karnataka,Bagalkot,M/S A M Tapashetti (Prop Ashok Mohan Tapashetti),"B-119 APMC Yard, Navanagar, Bagalkot",,180,,
2922,Karnataka,Bagalkot,M/S Aditya Traders (Prop.Devareddygouda A Patil),"No69, APMC, Navanagar, Bagalkot",,119,,
2923,Karnataka,Bagalkot,M/S B V Halkurki (Prop Basatteppa Veeranna Halkurki),"Plot No.C-78, APMC Yard, Navanagar",,177,,
2924,Karnataka,Bagalkot,M/S B V Kalburgi Rural Godown (Prop. Balasaheb V Kalburgi S/O V Kalburgi,B 149APMC Yard Navanagar Bagalkot,,278,75.676082,16.1538345
2925,Karnataka,Bagalkot,M/S C V Tapashetti (Prop Prakash Ishwarappa Tapashetti),"Plot No.B-148, APMC Yard, Navanagar",,167,,
2926,Karnataka,Bagalkot,M/S J N Surana (Prop Jayashree Nandala Surana,"Plot No.B-112, APMC Yard, Navanagar, Bagalkot",,206,,
2927,Karnataka,Bagalkot,M/S Jyoti Trading Company (Prop Manoj Bhavarlalaji Dhoot,"B-158, APMC Yard, Navanagar, Bagalkot",,413,,
2928,Karnataka,Bagalkot,M/S M G Somani(Prop Madhusudan G Somani),Plot No.145 B Bagalkot New Township,,150,,
2929,Karnataka,Bagalkot,M/S M P Sajjan (Prop Mallappa Papanni Sajjan),"Plot No.C-14, APMC Yard, Navanagar, Bagalkot",,205,,
2930,Karnataka,Bagalkot,M/S Maheshwar Traders (Prop.Shri Laxminarayan S Tosaniwal),"Plot No.B-260, APMC Yard, Navanagar, Bagalkot",,326,,
2931,Karnataka,Bagalkot,M/S Manik Trading Company (Prop.Vinodakumar Hansaraj Betala),"245, APMC Yard, Navanagar, Bagalkot",,142,,
2932,Karnataka,Bagalkot,"M/S Maruti Agency(Partners Krishna G Handral, Gundappa N Handral)","150, APMC Yard, Navanagar, B Agalkot",,197,,
2933,Karnataka,Bagalkot,M/S P.T.Halagalii Rural Godown(Sri P.T.Halagali)APMC Yard Navanagar,"APMC, Navanagar",,225,,
2934,Karnataka,Bagalkot,M/S Prabhu S Pujari,"Plot No.251, APMC Yard, Navanagar, Bagalkot",,94,,
2935,Karnataka,Bagalkot,"M/S Prakash Traders(M Kashappa Nara, Shivappa Nara And Prakash Nara)","156 B APMC Yard, Navanagar, Bagalkor",,338,,
2936,Karnataka,Bagalkot,M/S Premium Enterprises(Ramesh S Patil),"Plot No.235, APMC Yard, Navangar",,167,,
2937,Karnataka,Bagalkot,M/S R M Tapashetti Rural Godown (Prop Shri Rajendra Kumar Tapashetti),APMC Yard Navanagar Bagalokte,,181,,
2938,Karnataka,Bagalkot,M/S S B Bhattad (Prop Shamsundar B Bhattad),"271, APMC Yard, Navanagar, Bagalkot",,166,,
2939,Karnataka,Bagalkot,M/S S D Tapashetti Rural Godown (Prop Shri Dayananad Ishwarappa Tapashetti),APMC Yard Navanagar Bagalokte,,175,,
2940,Karnataka,Bagalkot,"M/S S M Kumatgi (Parners-S M Kumatagi, A M Kumatagi, C S Kumatagi, M M Kumatagi)","Plot No.B-167, APMC Yard, Navanagar",,133,,
2941,Karnataka,Bagalkot,M/S Sagar Traders(Prop Ayyappa B Walmiki),"B-232, APMC Yard, Navanagar, Bagalkot",,208,,
2942,Karnataka,Bagalkot,M/S Sasnur Traders (Prop Mallikarjun Sasnur),APMC Yard Navanagar Bagalokte,,408,,
2943,Karnataka,Bagalkot,M/S Shree Chanalingeshwar Traders(Prop Chandappa H Walikar),"255, APMC Yard, Navanagar, Bagalkot",,177,,
2944,Karnataka,Bagalkot,M/S Shree Mahakuteshwar Traders (PRop Keludeppa Mahadevappa),"B 157 APMC Yard, Navanagar, Bagalkot",,80,,
2945,Karnataka,Bagalkot,M/S Siddeshwar Oil Mill (Prop Veerappa S Kolar),"Plot No.C-71, APMC Yard, Navanagar, Bagalkot",,178,,
2946,Karnataka,Bagalkot,M/S Siddeshwar Trading Co.(Prop Smt Shanta Siddappa Adin),"Plot No.A-169, APMC Yard, Navanagar",,389,,
2947,Karnataka,Bagalkot,M/S Sidrameshwar Traders (Prop Arvind Chandrashekar Balganur,"Plot No.257, APMC Yard, Bagalkot",,182,,
2948,Karnataka,Bagalkot,M/S T Raddar Agro Godown (Mr Sharana Basavaraj T Raddar,APMC Yard NAVANAGAR Bagalkot,,159,,
2949,Karnataka,Bagalkot,M/S Tosaniwal Trading Company (Prop Vijay Kumar S Tosaniwal),"Plot No.B-153, APMC Yard, Navanagar, Bagalkot",,374,,
2950,Karnataka,Bagalkot,"M/S United Seeds Company (Prt.A K Edke, R K Edke, Smt M N Safari)","Plot No.B-139, APMC Yard, Navanagar, Bagalkot",,214,75.6615029,16.1691096
2951,Karnataka,Bagalkot,"M/S V S Patil, B V Patil And S B Patil","B 230 APMC Yard ,Navanagar Bagalkote",,206,75.6353902,16.1687625
2952,Karnataka,Bagalkot,M/S V S Sobarad Rural Godown (Prop Veeranna S Sobarad),"Plot No.B-129, APMC Yard, Navanagar, Bagalkot",,164,,
2953,Karnataka,Bagalkot,M/S V V Betala (Prop Vimal Vijaya Betal,"Plot No.B-146, APMC Yard, Navanagar, Bagalkot",,177,,
2954,Karnataka,Bagalkot,M/S Venkateshwar Traders (PRop Y K Bennur),"Plot No.A-1, APMC Yard, Navanagar, Bagalkot",,113,,
2955,Karnataka,Bagalkot,Madusudhana Reddy S/O Raja Reddy,"Sy.No.442, Jigani Village, Jigani Hobli, Anekal Taluk, ",,10000,,
2956,Karnataka,Bagalkot,Maiboob Fruit Company,SANGAM RD.HUNGUND,Mahamed Yusuf,25,76.0609476,16.0576259
2957,Karnataka,Bagalkot,Nandini Cold Storage,NADIVINAPET GULEDAGUDDA,Erappa Kadebagilu,,75.7894716,16.0495868
2958,Karnataka,Bagalkot,Nandini Milk Walk In Cold Storage,MANTOOR RD,S N Hadimani,,,
2959,Karnataka,Bagalkot,Noorali A Mamadapur Rural Godown (Prop Noorali A Mamadapur,"C-205, APMC Yard, Navanagar, Bagalkot",,211,,
2960,Karnataka,Bagalkot,Prabulingeswar Sugars & Chemicals,"Siddapur, Jamkhandi Tq.",,9081,75.2917512,16.5043199
2961,Karnataka,Bagalkot,Rajesab D Bagwan,GUDOOR RD.AMEENGAD,Hussain Bagwan,15,,
2962,Karnataka,Bagalkot,Sharanappa B Shirawar S/O Balappa Shirawar,"Plot No.254, APMC Yard, Navanagar, Bagalkot",,100,,
2963,Karnataka,Bagalkot,Shreemallikarjun Traders9Prop. Shrishail Andaneppa Shettar),B 263 APMC Yard Navanagar Bagalkot,,263,75.676082,16.1538345
2964,Karnataka,Bagalkot,Shri Channamalleshwara Traders (Prop C S Hiremath),"Plot No.B-270, APMC Yard, Navanagar, Bagalkot",,103,,
2965,Karnataka,Bagalkot,Smt Vanishri W/O H Sagari,"Sy.No.59/2, Haradolli Village",,306,,
2966,Karnataka,Bagalkot,Sri Yamanappa Basappa Manga Alias Pujari (ST),"Sy 262/1+2H, Todalabagi Village, Jamkhandi Taluq, Bagalkote",,146,75.6615029,16.1691096
2967,Karnataka,Bagalkot,Suresh Fruit Company,KULAKARNI PET,Suresh,,76.1141153,15.9565962
2968,Karnataka,Bagalkot,Veeresh Krishi Kendra(Prop H B Patil And Smt. S B Patil,"B -229 APMC Yard,Navanagar",,153,70.0722712,22.4691056
2969,Karnataka,Bagalkot,Venkateswara Fruit Company,BUS STAND.ILKAL,Srinivas,18,76.1125088,15.9652095
2970,Karnataka,Bagalkot,Vimalnath Trading Company(Girish P Porwal),"Plot No.B-144, APMC YARD, Navanagar, Bagalkot",,160,,
2971,Karnataka,Ballari,'Eti Veeranna S/O Late Nagappa,"Plot No. 138-A/1A/2, Huvinahadagalli, Bellary Taluk",,331,76.9214428,15.1393932
2972,Karnataka,Ballari,'G Veeranagouda S/O Jambanna,"SY No 135/B/1, H Veerapur Bellary Taluk",,179,76.9214428,15.1393932
2973,Karnataka,Ballari,'K Venkataramaraju S/O Ramakrishna Raju,"Sy. No.72A/4, Chikkabellary Village, Siruguppa Tq",,1332,76.9005817,15.6175163
2974,Karnataka,Ballari,"*(Prop.K R Nataraj Shekar Reddy, K Veera Reddy, M Usha Rani, G Bharthi, K Kavitha And G Parameelamma","Sy.No.6A(P), Adoni Road, Siruguppa Town, Bellary",,3175,,
2975,Karnataka,Ballari,600989,"Mudenoor, Siruguppa Taluk",,246,76.9005817,15.6175163
2976,Karnataka,Ballari,803083,"Sy No. 182 A /2 Talur Village, Siruguppa Taluq",,464,76.9005817,15.6175163
2977,Karnataka,Ballari,A Channabasappa S/O Gundappa,"D No 114/4, Sy No 989/A/A/2, Khana Hosahally, Kudligi Taluk,",,177,,
2978,Karnataka,Ballari,A Jambanna S/O Narayanappa,"Sy No. 655 B/1, Daroji Village, Hospet Taluk",,919,76.3909241,15.2688542
2979,Karnataka,Ballari,A M Nagarajaiah,"Site No 347, Uttanur Village, Sirugappa Tq, Bellary",,248,76.9214428,15.1393932
2980,Karnataka,Ballari,A Manikya Reddy S/O Laxmi Reddy,"Sy No. 186/A, Chanal Village, Handihal GP, Bellary Taluk",,322,76.9214428,15.1393932
2981,Karnataka,Ballari,A Sharanama Basappa,"Site No 876, Genikhel Village, Bellary",,623,76.9214428,15.1393932
2982,Karnataka,Ballari,A Srinivasa S/O Krishna Rao,"P.No.265, W.No.6, Property No.6/265, Krishna Nagar(Camp), Kolagallu Village, Bellary Taluk",,55,,
2983,Karnataka,Ballari,A Tirukappa S/O Satyappa,"Sy. No.131/A,Magala Vill., Huvinahadagali Tq.",,350,75.931808,15.0199533
2984,Karnataka,Ballari,AMARAPURA,nan,V.Appa Rao,22388,,
2985,Karnataka,Ballari,"APMC, Siruguppa, Bellary","No.216, Metri Village, Hospet Tq",,142,76.3909241,15.2688542
2986,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 1430/511, Ward No. 2, Somalapur Village, Bellary Taluk",,369,76.9214428,15.1393932
2987,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 63A, Gotur Village, Bellary Taluk",,449,76.9214428,15.1393932
2988,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 374/A1, Genikhel Village, Bellary Taluk",,217,76.9214428,15.1393932
2989,Karnataka,Ballari,"APMC, Siruguppa, Bellary","P No. 117, Sreenivas Camp,Bellary Taluk",,129,76.9214428,15.1393932
2990,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 216/2c/2b, Moka Village, Bellary Taluk",,1000,76.9214428,15.1393932
2991,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 252A, Sindwala Village, Moka Hobli, Bellary Taluk",,295,76.9214428,15.1393932
2992,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 144B/7, Tambrahalli GP, Moka Hobli",,320,,
2993,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 113/E/2, Gotur Village, Moka Hobli, Bellary Taluk",,202,76.9214428,15.1393932
2994,Karnataka,Ballari,"APMC, Siruguppa, Bellary","P No. 3, Dasara Nagenahalii Village, Karekal, Moka, Bellary Taluk",,205,76.9214428,15.1393932
2995,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No. 667, Sindwala Village, Moka Hobli, Bellary Taluk",,635,76.9214428,15.1393932
2996,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No. 761, Sindwala Village, Moka Hobli, Bellary Taluk",,184,76.9214428,15.1393932
2997,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No. 333, Sindwala Village Moka Hobli, Bellary Taluk",,94,76.9214428,15.1393932
2998,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No. 233, Jalihal Village, Mokagonal GP, Bellary Taluk",,196,76.9214428,15.1393932
2999,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No. 536, Sy No. 233E, Sindwala Village, Moka Hobli, Bellary Tk",,569,76.9214428,15.1393932
3000,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 55B/1, Vannenur Village, Moka Hobli, Bellary Taluk",,275,76.9214428,15.1393932
3001,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No. 546, Sindwala Village, Moka Hobli, Bellary Taluk",,403,76.9214428,15.1393932
3002,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 61/B/3a/4, Vannenur Village, Moka Hobli, Bellary Taluk",,247,76.9214428,15.1393932
3003,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 280A, Korlagundi Village, Bellary Taluk",,131,76.9214428,15.1393932
3004,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 280A, Korlagundi Village Bellary Taluk",,193,76.9707869,15.2783618
3005,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 135/B, Vanenur Village, Bellary Taluk",,196,76.9214428,15.1393932
3006,Karnataka,Ballari,"APMC, Siruguppa, Bellary","SY No. 1008N, Masidipura Village, Moka Hobli, Bellary Taluk",,273,76.9214428,15.1393932
3007,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No. 986, Ward No. 4, Korlagundi Village",,85,76.9707869,15.2783618
3008,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 164A, Handihal Village, Bellary Taluk",,207,76.9214428,15.1393932
3009,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 162A, Bagewadi Camp. Siruguppa Taluk",,243,76.9005817,15.6175163
3010,Karnataka,Ballari,"APMC, Siruguppa, Bellary","SY No.W, Muddatnur Village, Siruguppa Taluk",,437,76.9005817,15.6175163
3011,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 105D/3J, Hatcholi Village, Siruguppa Taluk",,209,76.9005817,15.6175163
3012,Karnataka,Ballari,"APMC, Siruguppa, Bellary","D No. 46, K K Halla Village, Siruguppa Taluk",,139,76.9005817,15.6175163
3013,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 119A, Yengalaige Village, Bellary Taluk",,195,76.9214428,15.1393932
3014,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 184, Koluru Village, Bellary Taluk",,239,76.9214428,15.1393932
3015,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 69A/2C, Gotur Village, Bellary Taluk",,278,76.9214428,15.1393932
3016,Karnataka,Ballari,"APMC, Siruguppa, Bellary","H No. 367, Gotur Village, Bellary Taluk",,163,76.9214428,15.1393932
3017,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 163/1, B D Halli Village, Bellary",,338,76.9214428,15.1393932
3018,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No 225, Moka Village",,955,57.502332,-20.2195243
3019,Karnataka,Ballari,"APMC, Siruguppa, Bellary","'Plot No. 235, B D Halli Village, Bellary Taluk",,203,76.9214428,15.1393932
3020,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No. 318, Hirehadlagi Village, Bellary",,470,76.9214428,15.1393932
3021,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No 327, Kalkutiginahal Village, Vannenur GP, Bellary Taluk",,337,76.9214428,15.1393932
3022,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Prop No 567, Kolagal Village, Bellary Taluk",,410,76.9214428,15.1393932
3023,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Sy No 92/A1/D1, Jalihal Village, Moka Taluk",,221,,
3024,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.240F,Araliganur Village",,149,,
3025,Karnataka,Ballari,"APMC, Siruguppa, Bellary",V.S.S.N. Plot S.No.84Shanvasapur Village,,146,,
3026,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 295,Upparhosalli Village",,156,,
3027,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 135A, Balakundi Village",,88,,
3028,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 432, Mudenur Village",,151,,
3029,Karnataka,Ballari,"APMC, Siruguppa, Bellary",V.S.S.N. Plot S.No.432Pappanal Village,,157,,
3030,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 31 B/1, K.Sugur Village",,150,,
3031,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 108, Bandral Village",,151,,
3032,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.574, Raravi Village",,147,,
3033,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 17, Hirehal Village",,155,,
3034,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.32(D), Mannursugur Village",,116,,
3035,Karnataka,Ballari,"APMC, Siruguppa, Bellary","K.O.F.295A/2b, Muddatanur Village",,140,,
3036,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.324A, Devinagar Village",,139,,
3037,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.88B, Buduguppa Village",,133,,
3038,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.242, Mailapur Village",,138,,
3039,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 292, Kuriganur Village",,137,,
3040,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.544, Nadavi Village",,134,,
3041,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 185/2, Konchageri Village",,143,,
3042,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.63, Chanakanur Village",,154,,
3043,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 103, Tondehal Village",,150,,
3044,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 179, Talur Village",,124,,
3045,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.362/G2/A, H.Hosali Village",,144,,
3046,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 130C, Hagalur Village",,134,,
3047,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.150, 'Herkal Village",,139,,
3048,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 597, 'Halekote Village",,121,,
3049,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 77, Devalapur Village",,143,,
3050,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 348/B/2, Hacholli Village",,132,,
3051,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 7, Honarhalli Village",,148,,
3052,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 68, Ibrampur Village",,145,,
3053,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 16, Bagivadi Village",,145,,
3054,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.183D(P), Nagalapur, Village",,142,,
3055,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.44C/1, Kududarahal Village",,142,,
3056,Karnataka,Ballari,"APMC, Siruguppa, Bellary","V.S.S.N. Plot S.No.82 B(P), Sridaragadde Village",,143,,
3057,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 82C/B, B.M.Sugur Village",,146,,
3058,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 126A, Nadanga Village",,144,,
3059,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 346, Ravihal, Village+",,143,,
3060,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Karur, Grama Panchayat ",,132,,
3061,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 55, Matesugur Village",,146,,
3062,Karnataka,Ballari,"APMC, Siruguppa, Bellary","Grama Panchayat S.No. 688, Uttanur Village",,162,,
3063,Karnataka,Ballari,Abdul Fruit Company,KHABARSTAN.SIRGUPPA,Abdul,10,76.9005817,15.6175163
3064,Karnataka,Ballari,Addl.Thotesh,"Tamrahalli, Bellary",,516,76.9214428,15.1393932
3065,Karnataka,Ballari,Agasar Lingappa S/O Ramanna,"Door No.542, Ward No.4, Sy. No 146A/A, Benakal Village, Bellary Tq",,338,76.9214428,15.1393932
3066,Karnataka,Ballari,Aidd. Kotrappa,"Badihalli, Bellary",,158,76.9214428,15.1393932
3067,Karnataka,Ballari,B Honnurappa S/O Lingappa,"Sy No 460, Somasamudra Village, Bellary Taluk",,274,76.9214428,15.1393932
3068,Karnataka,Ballari,B K Lakshminarayana S/O B K Ramanna,"Sy.No.340, Siruguppa (Taluk)",,276,,
3069,Karnataka,Ballari,B Mallikarjuna Gouda S/O B Siddanna Gouda,"Plot No.224/2, Bommanahal Village, Bellary Taluk",,337,,
3070,Karnataka,Ballari,B Pamapana Gouda S/O B Gadilinganna Gouda,"Plot No.22F, Bommanahal Village, Bellary Taluk",,309,,
3071,Karnataka,Ballari,B R Mallanagouda S/O B Amarappa,"Sy.No.108(P), Bindral Village, Siruguppa Taluk, Bellary District",,64,,
3072,Karnataka,Ballari,B Rudregowda,"Sy No 493, Basakodu Village, Bellary",,264,76.9214428,15.1393932
3073,Karnataka,Ballari,B S Veerana Gouda S/O Somashekara Gouda,"Plot No.22D/2, Bommanahal Village, Bellary Taluk",,337,,
3074,Karnataka,Ballari,B Sadanna S/O Uppalappa,"Plot No. 113, Kurugodu Village",,240,76.831332,15.3426696
3075,Karnataka,Ballari,B Satya Babu,"Sy No 28/1, Waddahati Camp, Bellary",,155,76.9214428,15.1393932
3076,Karnataka,Ballari,B Somashekher Gouda S/O Channana Gouda,"Sy. No. 19/C, Shaliganur, Raravi Post. Siruguppa Taluk",,613,76.9005817,15.6175163
3077,Karnataka,Ballari,B Srinivas S/O Ram Rao,"Sy.No.110/B, Magala Village, Huvinahadagali Taluk",,116,,
3078,Karnataka,Ballari,B. Kattemma W/O B. Sanna Papanna And B. Sanna Papanna S/O Veerabhadrappa,"Plot No. 1344, Sreedharagadde Village, Bellary",,92,,
3079,Karnataka,Ballari,B.Hanumantha Reddy S/O Thimmappa,"Siddamanahalli, Bellary",,173,76.9214428,15.1393932
3080,Karnataka,Ballari,B.Veerabhadraiah S/O Veeraiah Swamy,"Property No.849, Ward No. 2, Yarangali Village, Bellary Tq",,140,76.9214428,15.1393932
3081,Karnataka,Ballari,BELLARY,nan,V.Appa Rao,9462,,
3082,Karnataka,Ballari,Barikar Pompapathi S/O Dodda Narayanappa,"Sy No 192/C, Buduguppa Village, Siruguppa Taluk",,345,,
3083,Karnataka,Ballari,Basa Satyanaryana Reddy S/O Thimmappa,"Sy No. 1299, Badanahatti, Bellary Taluk",,202,76.9214428,15.1393932
3084,Karnataka,Ballari,Basa Suresh Reddy S/O A Reddy,"Sy No 144 A/2, Badanahatti Village, Bellary",,256,76.9214428,15.1393932
3085,Karnataka,Ballari,Basavaraj Boya S/O Ramanna,"Sy No. 205/B, Handihal Village, Bellary Taluk",,111,76.9214428,15.1393932
3086,Karnataka,Ballari,Basavaraj WareHouse,"Sy No 306, Sirvara Village, Bellary",,3476,76.9214428,15.1393932
3087,Karnataka,Ballari,Basi Reddy S/O Gurubheemareddy,"Property No.85, Ward 1, Yerragudi Village, Bellary Tq",,140,76.9214428,15.1393932
3088,Karnataka,Ballari,Bellary Maruthi S/O B Kallappa,"Sy. No. 263 A/1, 10 Muddapura Village, Hospet, Taluk, Bellary",,416,76.9214428,15.1393932
3089,Karnataka,Ballari,Bhaktara Doddanagouda S/O Sanganagouda,207/A/1 At Araliganur,,79,76.9354979,15.5941767
3090,Karnataka,Ballari,Boyapati Chinna Hanumanthappa,"Sy No 214/B, Sriramaranagapura, Hospet, Bellary",,188,76.9214428,15.1393932
3091,Karnataka,Ballari,Bureddy Kumarappa S/O B Nagappa,"S No 1301A/6, Emmiganur, Bellary",,136,76.9214428,15.1393932
